url,title,category,news_time,scraped_at
https://finance.ettoday.net/news/3222487,9／3下興櫃！　隱眼公司優你康主協辦輔導券商雙辭重摔18%,財經,2026/08/20 11:11,2026-08-20 03:12:23
https://sports.ettoday.net/news/3222486,羽球世錦賽次局上演「29比27」驚魂大戰　楊博軒、胡綾芳挺進16強,體育,2026/08/20 11:11,2026-08-20 03:12:23
https://travel.ettoday.net/article/3222475.htm,淡水8/23迎「世界之夜」煙火秀　12吋花火壓軸、民歌先登場,旅遊,2026/08/20 11:10,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222417.htm,拿坡里大披薩特價199元　三商炸雞黃金戰斧2入99元,消費,2026/08/20 11:10,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222483.htm,金峰新興村榮獲低碳永續家園銀級認證　台東原鄉永續行動添成果,地方,2026/08/20 11:09,2026-08-20 03:12:23
https://health.ettoday.net/news/3222286,深夜吃牛肉麵小心「夜食症候群」　醫：醒來非得填肚子是警訊,健康,2026/08/20 11:03,2026-08-20 03:12:23
https://sports.ettoday.net/news/3222476,富邦悍將831前再添洋投！泰威具大聯盟經驗已抵台,體育,2026/08/20 11:02,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222472.htm,羅山健走賺Q幣！專屬任務最高拿200點　買好康、繳車費超便利,地方,2026/08/20 11:02,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222459.htm,鐵皮工廠火警「燒到塌陷」搶救1hr撲滅　設備全毀損失慘重,社會,2026/08/20 11:02,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222477.htm,黃國昌酸總統府買弱勢禮盒「玩low了」　潘孟安：這麼Low不予評論,政治,2026/08/20 11:01,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222470.htm,川普、拜登任內美國債務翻倍　總額首度突破40兆美元,國際,2026/08/20 11:00,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222469.htm,退休警消上街爭權益　黃國昌轟卓榮泰「狗官、王八蛋」：該給不給,政治,2026/08/20 11:00,2026-08-20 03:12:23
https://forum.ettoday.net/news/3222446,從頂新到中聯油脂　十年後食安責任的尺度是否一致？,論壇,2026/08/20 11:00,2026-08-20 03:12:23
https://game.ettoday.net/article/3222466.htm,Steam遊戲貧富差距大...一半付費遊戲生涯收入不到11萬元,遊戲,2026/08/20 10:58,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222464.htm,刪凍預算波及庇護工場　翁曉玲不齒潘孟安推廣月餅：愛心默默做,政治,2026/08/20 10:58,2026-08-20 03:12:23
https://travel.ettoday.net/article/3222463.htm,彰化「玖麵牛肉麵」諧音Joeman爆紅　老闆煮到手抽筋：今明休息,旅遊,2026/08/20 10:56,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222388.htm,蘋果神祕新品 HomePad 怎麼用？官方暗示：像放大版 Apple Watch,3C家電,2026/08/20 10:56,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222394.htm,美軍重返菲律賓！在台灣南方160公里部署飛彈　圍堵中國海軍設防線,國際,2026/08/20 10:55,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222423.htm,胸大若有罪「判我無期徒刑」　正妹參選人：認真漂亮的議員不好嗎,生活,2026/08/20 10:53,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222465.htm,翁曉玲砍完弱勢叫賴清德自掏腰包　潘孟安怒：像殺人犯看醫生搶救,政治,2026/08/20 10:52,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222436.htm,飛一半突收「俄羅斯將射飛彈」通報　美空軍C-17急返航,國際,2026/08/20 10:50,2026-08-20 03:12:23
https://house.ettoday.net/news/3222424,租屋需求大轉彎！台中租補18萬件奪全台第一　黑馬區曝光,房產雲,2026/08/20 10:50,2026-08-20 03:12:23
https://fashion.ettoday.net/news/3222433,星巴克熱氣球小夜燈竟是中秋禮盒　85度C預購打85折還能做公益,時尚,2026/08/20 10:49,2026-08-20 03:12:23
https://sports.ettoday.net/news/3222460,NBA「華森人生」終落幕　多方交易騎士4年8800萬美金簽下,體育,2026/08/20 10:46,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222416.htm,泰17歲少女遭買春客「全裸塞行李箱」棄屍！　死因曝：窒息腦損傷,國際,2026/08/20 10:46,2026-08-20 03:12:23
https://sports.ettoday.net/news/3222448,阿隆索「費斯克式祈禱」仍沒用！爭議界外球後洋基8局攻破金鶯,體育,2026/08/20 10:45,2026-08-20 03:12:23
https://health.ettoday.net/news/3222434,年輕女多年反覆腹痛查不出原因　竟是罕病紫質症上身,健康,2026/08/20 10:45,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222454.htm,七夕月老派對點亮台東夏夜　青年音樂、市集打造自在相遇場域,地方,2026/08/20 10:44,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222452.htm,光復節連假離島航線提供8.7萬個座位　8/24開放訂票,生活,2026/08/20 10:44,2026-08-20 03:12:23
https://travel.ettoday.net/article/3222439.htm,住台南親子飯店壽星抽3000元生日布置　平日入住再送放電餐,旅遊,2026/08/20 10:44,2026-08-20 03:12:23
https://sports.ettoday.net/news/3222409,迪亞茲頸部MRI結果出爐！本季仍有望回歸　球迷卻一片哀號,體育,2026/08/20 10:41,2026-08-20 03:12:23
https://star.ettoday.net/news/3222450,出道10週年！NCT DREAM全員續約　公司承諾：全力支持無限可能,影劇,2026/08/20 10:40,2026-08-20 03:12:23
https://finance.ettoday.net/news/3222440,金融股王新產上半年每股海賺8元　中再保業績報喜先亮燈漲停,財經,2026/08/20 10:40,2026-08-20 03:12:23
https://finance.ettoday.net/news/3221976,籌碼換手多點開花　不是倒貨量！抓住主流才能乘風破浪,財經,2026/08/20 10:39,2026-08-20 03:12:23
https://finance.ettoday.net/news/3221973,謝金河：川湖帶給市場的震撼　注意領先創新高的個股,財經,2026/08/20 10:39,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222447.htm,中韓外長會談　同意加快推進自貿協定第二階段談判,大陸,2026/08/20 10:38,2026-08-20 03:12:23
https://sports.ettoday.net/news/3222444,上季在日本職籃場均21.3分！　特攻新砍將猛士加盟,體育,2026/08/20 10:38,2026-08-20 03:12:23
https://finance.ettoday.net/news/3221983,先進製程＆封裝設備強力點火　台積電擴產設備鏈升級,財經,2026/08/20 10:38,2026-08-20 03:12:23
https://game.ettoday.net/article/3222437.htm,《Pokémon GO》10週年普發完美超夢！玩家怒：花錢的像小丑,遊戲,2026/08/20 10:32,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222435.htm,翁曉玲刪凍3千萬「衝擊庇護工場」　蔣萬安：勞動局盤點是否購買,政治,2026/08/20 10:30,2026-08-20 03:12:23
https://star.ettoday.net/news/3222432,林襄深夜放閃：浪漫boy❤  馬傑森告白「I LOVE YOU」禮物藏超甜心意,影劇,2026/08/20 10:30,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222431.htm,「玖麵」牛肉麵爆紅！訂單接不完　老闆臨時店休嘆：不是我不想賺,生活,2026/08/20 10:30,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222420.htm,神秘王醫師疑趙建銘小帳或代寫　陳幸妤盼能「拉回正常人軌道」,社會,2026/08/20 10:30,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222422.htm,新竹巨城爆偷拍！男店員蹲地「2手機偷拍女客更衣」　12萬換免囚,社會,2026/08/20 10:29,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222400.htm,酸正宮「男人偷吃是常態」　小三辯PO文提醒仍要賠60萬,社會,2026/08/20 10:29,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222399.htm,蘋果曝「鏡頭版 AirPods」操作影片　爆料曝：明年才會出,3C家電,2026/08/20 10:29,2026-08-20 03:12:23
https://sports.ettoday.net/news/3222428,快訊／瓊斯盃中華藍恐墊底卻「保送」4強　籃協針對賽制致歉,體育,2026/08/20 10:27,2026-08-20 03:12:23
https://star.ettoday.net/news/3222418,肖戰七夕在香港！近萬粉絲擠爆商場　港媒驚「像除夕倒數」警清場,影劇,2026/08/20 10:27,2026-08-20 03:12:23
https://travel.ettoday.net/article/3222415.htm,台北洲際酒店開放訂房！就在SOGO大巨蛋旁　房型、定價一次看,旅遊,2026/08/20 10:27,2026-08-20 03:12:23
https://www.ettoday.net/news/20260820/3222352.htm,童年摯友是親妹！DNA揭家族秘密　「一直叫舅舅的人」竟是爸,國際,2026/08/20 10:27,2026-08-20 03:12:23
